phone number,customer service calls,Number of complaint raised,Time for resolution,payment_made_but_order_not_placed_and_amount_is_deducted_from_my_bank_account,Billing_issue,Calls_are_not_going,drop_calls,No_internet_connection,order,payment_refund,recharge_offer_service_fraud,Slow_network_coverage,uninformed___unsubscribed_weekly_amount_deduction
383-9306,0,0,0,0,0,0,0,0,0,0,0,0,0
369-1929,3,3,63,0,1,0,1,0,0,0,1,0,0
369-4377,0,0,0,0,0,0,0,0,0,0,0,0,0
366-9430,0,0,0,0,0,0,0,0,0,0,0,0,0
353-7407,0,0,0,0,0,0,0,0,0,0,0,0,0
359-7426,4,3,84,1,0,1,1,0,0,0,0,0,0
332-7391,2,1,14,0,0,0,0,0,0,0,0,1,0
405-6559,1,1,3,0,0,0,0,0,0,0,1,0,0
338-8784,2,0,0,0,0,0,0,0,0,0,0,0,0
415-6347,0,0,0,0,0,0,0,0,0,0,0,0,0
354-5058,0,0,0,0,0,0,0,0,0,0,0,0,0
342-5701,1,1,7,0,0,0,0,1,0,0,0,0,0
378-4179,2,1,16,1,0,0,0,0,0,0,0,0,0
407-6391,3,1,19,0,0,1,0,0,0,0,0,0,0
404-3105,2,1,22,0,0,1,0,0,0,0,0,0,0
390-9735,1,1,12,0,0,0,0,1,0,0,0,0,0
350-4820,1,1,4,0,0,0,1,0,0,0,0,0,0
383-8807,0,0,0,0,0,0,0,0,0,0,0,0,0
366-8382,3,1,35,1,0,0,0,0,0,0,0,0,0
402-9704,2,1,25,0,0,0,0,0,0,0,1,0,0
405-2209,1,1,7,0,0,0,0,0,0,1,0,0,0
397-3939,3,1,14,0,0,0,0,0,1,0,0,0,0
343-2689,0,0,0,0,0,0,0,0,0,0,0,0,0
383-9448,2,2,24,0,0,0,0,0,1,0,1,0,0
359-6232,3,3,80,0,1,1,0,0,0,0,0,1,0
369-9772,0,0,0,0,0,0,0,0,0,0,0,0,0
381-7003,1,1,9,0,0,0,0,0,1,0,0,0,0
352-6732,0,0,0,0,0,0,0,0,0,0,0,0,0
388-7540,3,0,0,0,0,0,0,0,0,0,0,0,0
356-3333,3,1,15,0,0,0,0,0,0,0,1,0,0
333-9664,1,1,16,0,0,0,0,0,0,0,0,0,1
363-3763,1,1,10,0,0,0,1,0,0,0,0,0,0
345-7900,2,0,0,0,0,0,0,0,0,0,0,0,0
400-5511,4,2,61,0,0,0,0,0,0,1,0,0,1
381-7597,0,0,0,0,0,0,0,0,0,0,0,0,0
404-9775,2,0,0,0,0,0,0,0,0,0,0,0,0
389-4608,1,1,24,0,0,0,0,0,0,1,0,0,0
403-1742,0,0,0,0,0,0,0,0,0,0,0,0,0
328-9797,0,0,0,0,0,0,0,0,0,0,0,0,0
359-9223,1,1,6,0,0,0,0,0,0,0,1,0,0
336-7696,0,0,0,0,0,0,0,0,0,0,0,0,0
369-2214,2,1,16,0,1,0,0,0,0,0,0,0,0
411-1325,1,1,11,0,1,0,0,0,0,0,0,0,0
410-7553,1,1,11,0,1,0,0,0,0,0,0,0,0
376-4284,2,1,15,0,0,0,0,0,0,0,0,1,0
334-2800,0,0,0,0,0,0,0,0,0,0,0,0,0
369-1904,1,1,12,0,0,1,0,0,0,0,0,0,0
359-3833,1,1,11,0,0,0,0,0,0,1,0,0,0
348-5569,1,1,21,0,0,0,0,0,0,0,0,1,0
342-1960,1,1,2,0,0,0,1,0,0,0,0,0,0
352-9050,2,2,35,0,0,1,0,0,0,0,0,0,1
390-5316,2,2,27,0,2,0,0,0,0,0,0,0,0
418-8568,2,0,0,0,0,0,0,0,0,0,0,0,0
401-4844,0,0,0,0,0,0,0,0,0,0,0,0,0
376-5471,2,2,29,0,0,1,0,0,1,0,0,0,0
409-2917,0,0,0,0,0,0,0,0,0,0,0,0,0
369-6308,2,2,15,0,0,0,0,1,0,0,1,0,0
357-7385,2,1,21,0,0,0,0,0,0,0,1,0,0
405-7119,1,1,18,0,0,0,0,0,1,0,0,0,0
405-3309,0,0,0,0,0,0,0,0,0,0,0,0,0
384-4938,5,3,89,0,0,0,0,0,0,1,1,0,1
377-2725,2,0,0,0,0,0,0,0,0,0,0,0,0
405-6398,1,1,5,0,0,0,1,0,0,0,0,0,0
355-9366,0,0,0,0,0,0,0,0,0,0,0,0,0
403-1128,3,2,37,0,0,0,0,0,0,0,1,1,0
384-9682,1,1,13,1,0,0,0,0,0,0,0,0,0
352-5393,1,1,9,0,0,0,0,0,0,0,0,1,0
395-1229,0,0,0,0,0,0,0,0,0,0,0,0,0
361-9195,0,0,0,0,0,0,0,0,0,0,0,0,0
351-6366,1,1,19,0,1,0,0,0,0,0,0,0,0
346-4919,2,1,6,0,0,0,0,0,0,0,1,0,0
354-9068,2,2,25,0,0,0,1,0,0,0,0,0,1
369-2743,1,1,2,0,0,0,0,0,0,0,1,0,0
343-1347,2,2,26,0,0,1,1,0,0,0,0,0,0
336-5495,3,2,42,0,0,0,0,0,0,1,1,0,0
376-4292,0,0,0,0,0,0,0,0,0,0,0,0,0
391-8677,2,0,0,0,0,0,0,0,0,0,0,0,0
350-7273,1,1,14,0,0,0,0,1,0,0,0,0,0
400-6454,1,1,6,0,0,0,0,1,0,0,0,0,0
422-3052,0,0,0,0,0,0,0,0,0,0,0,0,0
365-6756,3,3,46,0,0,1,0,0,0,1,1,0,0
406-4158,2,1,26,0,0,0,0,1,0,0,0,0,0
383-4641,1,1,5,1,0,0,0,0,0,0,0,0,0
368-5165,0,0,0,0,0,0,0,0,0,0,0,0,0
378-2432,2,0,0,0,0,0,0,0,0,0,0,0,0
362-4159,2,0,0,0,0,0,0,0,0,0,0,0,0
363-7979,0,0,0,0,0,0,0,0,0,0,0,0,0
334-9818,1,1,17,0,0,0,1,0,0,0,0,0,0
352-5787,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3617,1,1,14,0,0,0,0,0,0,1,0,0,0
327-9957,3,2,50,0,0,0,0,0,0,0,1,0,1
338-7527,3,0,0,0,0,0,0,0,0,0,0,0,0
348-8711,2,1,26,0,0,0,0,0,0,1,0,0,0
421-3226,1,1,17,0,0,0,0,1,0,0,0,0,0
391-4358,1,1,13,0,0,0,0,0,0,1,0,0,0
379-2523,3,2,22,0,0,0,1,1,0,0,0,0,0
419-2369,1,1,2,0,1,0,0,0,0,0,0,0,0
382-1227,1,1,10,0,0,0,0,0,0,0,0,1,0
409-5749,2,0,0,0,0,0,0,0,0,0,0,0,0
362-7951,1,1,7,0,0,1,0,0,0,0,0,0,0
415-3537,4,0,0,0,0,0,0,0,0,0,0,0,0
373-3959,2,0,0,0,0,0,0,0,0,0,0,0,0
358-1346,0,0,0,0,0,0,0,0,0,0,0,0,0
381-8422,1,1,3,0,0,0,0,0,0,0,0,1,0
360-9005,0,0,0,0,0,0,0,0,0,0,0,0,0
344-5967,2,2,39,0,0,0,0,1,0,0,0,1,0
396-6390,1,1,4,0,0,0,1,0,0,0,0,0,0
346-5036,0,0,0,0,0,0,0,0,0,0,0,0,0
328-7252,3,1,32,0,0,0,0,1,0,0,0,0,0
360-1745,2,1,20,0,0,0,0,0,0,0,0,0,1
358-2046,3,3,85,1,0,0,1,0,0,1,0,0,0
344-6935,1,1,2,0,0,0,0,0,0,0,0,0,1
401-9665,3,1,29,0,0,0,0,0,0,0,1,0,0
399-5291,5,3,97,0,0,0,1,0,1,0,0,0,1
409-6588,6,3,82,1,0,1,1,0,0,0,0,0,0
358-5721,1,1,8,0,0,1,0,0,0,0,0,0,0
414-7446,0,0,0,0,0,0,0,0,0,0,0,0,0
329-9517,2,1,19,0,0,0,0,1,0,0,0,0,0
415-9553,0,0,0,0,0,0,0,0,0,0,0,0,0
413-3177,0,0,0,0,0,0,0,0,0,0,0,0,0
347-5113,1,1,13,0,0,0,0,0,0,0,0,1,0
330-2662,2,1,16,0,0,0,1,0,0,0,0,0,0
330-5824,0,0,0,0,0,0,0,0,0,0,0,0,0
411-1261,1,1,11,0,0,0,0,1,0,0,0,0,0
329-8788,0,0,0,0,0,0,0,0,0,0,0,0,0
333-7869,2,0,0,0,0,0,0,0,0,0,0,0,0
399-4800,1,1,10,0,1,0,0,0,0,0,0,0,0
402-2072,3,3,58,0,0,0,0,0,1,1,1,0,0
403-6187,0,0,0,0,0,0,0,0,0,0,0,0,0
355-2872,4,4,77,1,0,0,0,1,0,0,0,1,1
386-2970,2,0,0,0,0,0,0,0,0,0,0,0,0
389-6081,3,2,38,0,0,1,0,0,0,0,0,0,1
348-7556,1,1,2,1,0,0,0,0,0,0,0,0,0
334-9163,1,1,23,0,0,0,0,0,1,0,0,0,0
411-4293,2,0,0,0,0,0,0,0,0,0,0,0,0
375-5562,2,2,49,0,1,0,0,0,0,0,0,0,1
386-3823,1,1,12,0,0,1,0,0,0,0,0,0,0
364-6445,1,1,10,0,0,0,0,0,0,1,0,0,0
383-2251,0,0,0,0,0,0,0,0,0,0,0,0,0
351-3169,2,1,22,1,0,0,0,0,0,0,0,0,0
413-6380,2,0,0,0,0,0,0,0,0,0,0,0,0
380-9674,3,1,27,0,0,0,0,0,0,0,1,0,0
345-2319,1,1,19,0,0,0,0,0,0,0,0,0,1
377-5441,2,2,30,0,1,1,0,0,0,0,0,0,0
358-3692,1,1,12,1,0,0,0,0,0,0,0,0,0
400-5831,1,1,16,0,1,0,0,0,0,0,0,0,0
357-5995,1,1,20,0,0,0,0,0,0,0,0,0,1
391-2159,0,0,0,0,0,0,0,0,0,0,0,0,0
398-5954,4,3,77,0,2,0,0,0,1,0,0,0,0
385-6175,0,0,0,0,0,0,0,0,0,0,0,0,0
334-2961,0,0,0,0,0,0,0,0,0,0,0,0,0
405-4303,2,0,0,0,0,0,0,0,0,0,0,0,0
406-4100,0,0,0,0,0,0,0,0,0,0,0,0,0
352-4401,2,1,26,0,0,0,1,0,0,0,0,0,0
347-1473,2,2,28,0,0,1,0,0,0,0,0,1,0
347-2016,5,2,58,0,0,0,0,0,1,1,0,0,0
388-8948,4,2,41,0,0,0,0,1,0,0,0,1,0
402-5509,1,1,14,0,0,0,0,1,0,0,0,0,0
367-2598,1,1,23,1,0,0,0,0,0,0,0,0,0
370-5001,1,1,22,1,0,0,0,0,0,0,0,0,0
332-3693,3,1,34,0,0,1,0,0,0,0,0,0,0
403-9766,2,1,18,0,0,0,0,0,0,0,0,0,1
363-2407,1,1,11,0,0,0,1,0,0,0,0,0,0
395-9214,3,2,24,0,0,2,0,0,0,0,0,0,0
351-8894,2,2,34,0,1,0,1,0,0,0,0,0,0
406-5003,1,1,4,0,0,0,0,0,0,1,0,0,0
398-1332,2,1,18,0,0,0,0,0,1,0,0,0,0
363-8033,2,1,17,0,0,0,0,0,1,0,0,0,0
333-1012,0,0,0,0,0,0,0,0,0,0,0,0,0
391-6260,0,0,0,0,0,0,0,0,0,0,0,0,0
336-1353,0,0,0,0,0,0,0,0,0,0,0,0,0
365-5629,1,1,1,0,0,0,0,0,0,0,0,0,1
349-4397,1,1,5,0,0,0,0,0,0,0,1,0,0
380-3910,0,0,0,0,0,0,0,0,0,0,0,0,0
354-7820,1,1,5,0,0,0,0,0,1,0,0,0,0
338-9952,0,0,0,0,0,0,0,0,0,0,0,0,0
405-1821,0,0,0,0,0,0,0,0,0,0,0,0,0
329-8669,1,1,12,0,0,0,0,1,0,0,0,0,0
328-8808,2,0,0,0,0,0,0,0,0,0,0,0,0
409-3018,2,2,35,1,1,0,0,0,0,0,0,0,0
421-5994,1,1,23,0,0,0,0,0,0,1,0,0,0
354-4448,2,0,0,0,0,0,0,0,0,0,0,0,0
352-5081,1,1,24,0,0,0,0,0,0,0,1,0,0
401-7803,1,1,12,0,0,0,0,0,1,0,0,0,0
420-6052,0,0,0,0,0,0,0,0,0,0,0,0,0
352-6084,1,1,14,0,0,0,0,0,1,0,0,0,0
388-8583,1,1,23,0,0,0,0,0,0,1,0,0,0
415-3158,0,0,0,0,0,0,0,0,0,0,0,0,0
402-9304,2,0,0,0,0,0,0,0,0,0,0,0,0
341-1916,4,1,39,0,0,0,0,0,0,0,0,1,0
381-2745,0,0,0,0,0,0,0,0,0,0,0,0,0
402-5014,3,1,16,0,0,0,1,0,0,0,0,0,0
399-8846,0,0,0,0,0,0,0,0,0,0,0,0,0
328-9267,2,1,8,0,0,0,0,0,1,0,0,0,0
348-7224,2,0,0,0,0,0,0,0,0,0,0,0,0
336-2190,1,1,20,0,0,0,0,0,0,0,0,0,1
376-4705,0,0,0,0,0,0,0,0,0,0,0,0,0
381-4076,1,1,22,0,0,0,0,1,0,0,0,0,0
348-8464,2,2,35,0,0,1,0,0,0,0,0,1,0
412-7020,2,0,0,0,0,0,0,0,0,0,0,0,0
386-8432,2,0,0,0,0,0,0,0,0,0,0,0,0
337-1802,2,1,6,0,0,0,0,0,0,0,0,0,1
366-1084,0,0,0,0,0,0,0,0,0,0,0,0,0
352-4182,3,1,14,1,0,0,0,0,0,0,0,0,0
368-5628,3,2,66,0,0,0,1,0,1,0,0,0,0
333-8996,2,1,7,0,0,0,1,0,0,0,0,0,0
353-2557,0,0,0,0,0,0,0,0,0,0,0,0,0
356-8621,1,1,3,0,0,0,0,0,1,0,0,0,0
354-6942,1,1,10,0,0,0,0,0,1,0,0,0,0
377-9829,1,1,18,0,0,0,0,0,0,0,0,0,1
348-4660,2,1,23,0,0,0,0,0,0,1,0,0,0
410-5199,1,1,16,0,1,0,0,0,0,0,0,0,0
397-6542,1,1,24,0,0,0,0,1,0,0,0,0,0
333-4492,1,1,3,0,0,0,0,0,0,0,0,1,0
405-9573,1,1,24,0,0,0,0,0,0,0,0,1,0
359-7255,2,1,13,0,0,0,0,1,0,0,0,0,0
419-5501,1,1,6,0,0,0,0,1,0,0,0,0,0
404-4809,1,1,1,0,0,0,0,0,0,1,0,0,0
344-6334,0,0,0,0,0,0,0,0,0,0,0,0,0
400-1899,0,0,0,0,0,0,0,0,0,0,0,0,0
346-5053,1,1,12,0,0,0,0,0,0,1,0,0,0
398-2148,0,0,0,0,0,0,0,0,0,0,0,0,0
347-7675,3,2,25,0,0,0,0,0,2,0,0,0,0
411-8956,0,0,0,0,0,0,0,0,0,0,0,0,0
390-3761,1,1,6,0,1,0,0,0,0,0,0,0,0
377-3876,0,0,0,0,0,0,0,0,0,0,0,0,0
345-2476,2,2,17,0,1,0,0,0,0,0,0,1,0
337-7879,1,1,4,0,0,0,0,0,0,0,1,0,0
361-7283,1,1,22,0,0,0,0,0,0,0,1,0,0
372-4868,4,3,80,1,0,0,0,0,0,0,1,1,0
346-8863,2,2,37,0,0,0,1,1,0,0,0,0,0
390-5267,5,4,103,0,1,1,1,0,1,0,0,0,0
392-1547,2,0,0,0,0,0,0,0,0,0,0,0,0
340-8177,3,1,8,0,0,0,0,0,1,0,0,0,0
383-4802,1,1,9,0,0,0,0,1,0,0,0,0,0
378-8567,0,0,0,0,0,0,0,0,0,0,0,0,0
406-7844,2,0,0,0,0,0,0,0,0,0,0,0,0
402-9173,2,0,0,0,0,0,0,0,0,0,0,0,0
352-3440,2,1,6,0,0,0,0,0,1,0,0,0,0
363-1413,1,1,24,0,0,0,0,1,0,0,0,0,0
394-8861,0,0,0,0,0,0,0,0,0,0,0,0,0
358-4036,1,1,12,0,0,0,1,0,0,0,0,0,0
392-4680,4,1,17,0,0,0,0,0,1,0,0,0,0
354-2762,4,0,0,0,0,0,0,0,0,0,0,0,0
371-5811,2,1,13,1,0,0,0,0,0,0,0,0,0
387-2014,0,0,0,0,0,0,0,0,0,0,0,0,0
411-6598,4,3,75,1,0,0,1,0,0,0,0,0,1
355-9356,0,0,0,0,0,0,0,0,0,0,0,0,0
406-4720,1,1,13,0,0,0,0,0,0,0,0,1,0
356-7239,2,0,0,0,0,0,0,0,0,0,0,0,0
328-8747,2,1,22,0,0,0,0,0,0,0,0,0,1
388-9464,2,1,13,0,0,0,1,0,0,0,0,0,0
406-2866,1,1,12,0,1,0,0,0,0,0,0,0,0
333-5729,2,0,0,0,0,0,0,0,0,0,0,0,0
391-1499,4,4,107,0,0,1,0,1,0,0,0,2,0
386-8690,1,1,12,0,0,0,0,0,1,0,0,0,0
391-2231,2,1,13,0,0,0,0,0,0,0,0,1,0
332-2275,3,1,28,0,0,0,0,0,0,0,0,0,1
340-4028,1,1,23,1,0,0,0,0,0,0,0,0,0
363-3486,2,1,25,1,0,0,0,0,0,0,0,0,0
418-3181,1,1,1,1,0,0,0,0,0,0,0,0,0
351-3316,1,1,3,0,0,1,0,0,0,0,0,0,0
369-3626,2,0,0,0,0,0,0,0,0,0,0,0,0
353-2763,0,0,0,0,0,0,0,0,0,0,0,0,0
358-7165,0,0,0,0,0,0,0,0,0,0,0,0,0
353-3223,0,0,0,0,0,0,0,0,0,0,0,0,0
338-9044,1,1,18,1,0,0,0,0,0,0,0,0,0
341-7296,0,0,0,0,0,0,0,0,0,0,0,0,0
398-4431,1,1,19,0,0,0,0,1,0,0,0,0,0
408-5601,4,2,35,0,0,0,0,0,1,1,0,0,0
328-5188,1,1,12,0,0,1,0,0,0,0,0,0,0
329-4474,0,0,0,0,0,0,0,0,0,0,0,0,0
357-4573,0,0,0,0,0,0,0,0,0,0,0,0,0
341-7112,0,0,0,0,0,0,0,0,0,0,0,0,0
400-3147,1,1,24,0,0,0,0,0,0,1,0,0,0
378-1936,1,1,18,0,0,0,0,0,0,1,0,0,0
347-1640,1,1,5,0,0,0,1,0,0,0,0,0,0
374-9531,2,1,16,0,0,0,0,0,0,1,0,0,0
380-4374,0,0,0,0,0,0,0,0,0,0,0,0,0
380-9409,2,0,0,0,0,0,0,0,0,0,0,0,0
387-1116,5,4,94,0,0,1,1,0,2,0,0,0,0
400-7509,7,5,177,1,0,0,2,0,1,1,0,0,0
403-6225,3,1,8,0,0,0,0,0,0,0,0,0,1
382-8274,1,1,7,0,0,0,0,1,0,0,0,0,0
354-5764,1,1,12,0,0,0,0,0,0,0,1,0,0
387-6912,1,1,9,0,0,0,0,0,0,0,1,0,0
384-3413,6,3,79,0,1,0,1,0,0,0,0,0,1
367-3950,1,1,10,0,0,0,0,0,0,0,0,0,1
396-4254,5,4,87,2,0,0,0,0,0,0,0,1,1
333-3010,6,3,65,0,0,0,1,1,1,0,0,0,0
393-1891,1,1,8,0,0,0,0,0,1,0,0,0,0
336-9053,0,0,0,0,0,0,0,0,0,0,0,0,0
353-3372,3,1,17,0,0,0,1,0,0,0,0,0,0
386-8943,1,1,23,0,0,0,0,0,1,0,0,0,0
376-9716,1,1,19,0,1,0,0,0,0,0,0,0,0
370-8676,0,0,0,0,0,0,0,0,0,0,0,0,0
360-2329,1,1,3,0,0,0,0,0,0,1,0,0,0
360-1320,2,1,26,0,0,0,0,0,1,0,0,0,0
329-8638,1,1,11,1,0,0,0,0,0,0,0,0,0
385-1118,0,0,0,0,0,0,0,0,0,0,0,0,0
408-8269,2,1,22,0,0,0,0,0,1,0,0,0,0
391-2334,0,0,0,0,0,0,0,0,0,0,0,0,0
373-8900,1,1,14,0,0,0,1,0,0,0,0,0,0
382-3512,0,0,0,0,0,0,0,0,0,0,0,0,0
420-4089,1,1,6,0,0,1,0,0,0,0,0,0,0
406-8465,0,0,0,0,0,0,0,0,0,0,0,0,0
386-6114,1,1,5,0,0,1,0,0,0,0,0,0,0
413-9328,7,5,84,0,0,0,1,0,2,1,0,0,1
335-7144,3,1,11,0,0,0,0,1,0,0,0,0,0
414-5177,1,1,7,0,0,0,1,0,0,0,0,0,0
350-5993,2,2,40,0,0,1,0,0,0,0,0,0,1
370-1465,1,1,5,0,0,0,0,0,0,1,0,0,0
385-2370,1,1,6,0,0,0,0,0,0,1,0,0,0
358-9146,3,1,9,0,0,1,0,0,0,0,0,0,0
357-8515,2,1,27,0,0,0,0,0,0,0,0,1,0
406-8995,3,1,26,0,0,0,0,0,0,0,1,0,0
344-3145,3,2,39,1,0,0,0,1,0,0,0,0,0
341-9890,2,1,24,0,0,0,1,0,0,0,0,0,0
365-4387,1,1,14,0,0,0,0,0,0,0,0,0,1
375-3341,1,1,9,0,0,0,0,0,0,0,1,0,0
418-3096,1,1,23,0,0,0,0,0,0,0,0,0,1
378-3879,1,1,8,0,0,0,0,0,0,1,0,0,0
344-1362,1,1,6,0,0,0,0,1,0,0,0,0,0
419-3937,2,2,38,0,2,0,0,0,0,0,0,0,0
348-4961,1,1,21,0,0,0,0,0,0,1,0,0,0
329-1410,0,0,0,0,0,0,0,0,0,0,0,0,0
332-9896,0,0,0,0,0,0,0,0,0,0,0,0,0
407-8575,1,1,23,0,1,0,0,0,0,0,0,0,0
387-2799,3,2,45,0,0,0,0,0,1,0,0,0,1
373-9108,1,1,15,0,0,0,0,0,0,0,0,1,0
345-3947,3,0,0,0,0,0,0,0,0,0,0,0,0
356-7511,1,1,13,1,0,0,0,0,0,0,0,0,0
343-4516,1,1,3,0,0,0,0,0,0,1,0,0,0
408-6305,2,1,21,0,0,0,0,0,0,1,0,0,0
338-7305,1,1,14,1,0,0,0,0,0,0,0,0,0
401-3077,3,2,35,0,0,0,2,0,0,0,0,0,0
401-6977,0,0,0,0,0,0,0,0,0,0,0,0,0
385-1464,5,3,100,0,0,0,0,0,1,0,0,1,1
417-5034,2,0,0,0,0,0,0,0,0,0,0,0,0
420-7066,1,1,13,0,0,0,0,0,0,0,0,1,0
394-8256,1,1,8,0,1,0,0,0,0,0,0,0,0
362-5044,2,1,17,0,0,1,0,0,0,0,0,0,0
350-2075,0,0,0,0,0,0,0,0,0,0,0,0,0
343-5372,2,0,0,0,0,0,0,0,0,0,0,0,0
377-9520,1,1,8,0,0,0,1,0,0,0,0,0,0
391-6773,5,1,35,0,1,0,0,0,0,0,0,0,0
403-4442,2,0,0,0,0,0,0,0,0,0,0,0,0
379-5885,3,2,33,0,0,0,0,0,0,0,1,1,0
399-1021,1,1,3,0,0,0,0,0,0,0,0,1,0
342-4004,0,0,0,0,0,0,0,0,0,0,0,0,0
382-7659,0,0,0,0,0,0,0,0,0,0,0,0,0
342-1004,4,1,24,0,0,0,0,0,0,0,1,0,0
398-5851,1,1,19,0,0,0,1,0,0,0,0,0,0
396-4869,2,1,13,0,0,0,0,0,0,1,0,0,0
422-8333,6,3,75,0,1,1,1,0,0,0,0,0,0
367-9127,4,1,14,0,0,0,0,0,0,0,0,0,1
420-3028,1,1,23,0,0,0,0,0,0,0,0,1,0
357-6348,0,0,0,0,0,0,0,0,0,0,0,0,0
386-1131,3,3,60,1,0,0,0,1,0,0,1,0,0
349-8391,3,2,67,0,0,0,0,0,0,2,0,0,0
421-1484,1,1,18,0,0,0,0,0,0,0,0,1,0
414-2663,1,1,5,0,0,0,0,0,1,0,0,0,0
327-6989,1,1,8,1,0,0,0,0,0,0,0,0,0
405-5513,4,1,37,0,0,0,0,1,0,0,0,0,0
345-9168,3,2,45,0,0,0,0,0,0,0,0,0,2
417-5146,0,0,0,0,0,0,0,0,0,0,0,0,0
339-2792,2,0,0,0,0,0,0,0,0,0,0,0,0
345-8397,1,1,13,0,1,0,0,0,0,0,0,0,0
344-6404,0,0,0,0,0,0,0,0,0,0,0,0,0
417-9455,0,0,0,0,0,0,0,0,0,0,0,0,0
343-1009,0,0,0,0,0,0,0,0,0,0,0,0,0
365-3493,1,1,11,0,0,0,0,0,0,0,0,1,0
376-7043,1,1,2,1,0,0,0,0,0,0,0,0,0
348-5728,2,1,14,0,0,0,0,0,1,0,0,0,0
357-5784,1,1,16,0,0,0,0,0,0,1,0,0,0
417-9844,2,2,32,0,0,0,0,0,1,0,1,0,0
333-7225,0,0,0,0,0,0,0,0,0,0,0,0,0
382-4943,3,0,0,0,0,0,0,0,0,0,0,0,0
345-4589,4,2,53,0,0,0,0,0,2,0,0,0,0
404-6337,1,1,7,1,0,0,0,0,0,0,0,0,0
412-1470,2,2,46,0,0,0,0,1,0,1,0,0,0
394-9220,0,0,0,0,0,0,0,0,0,0,0,0,0
364-5362,0,0,0,0,0,0,0,0,0,0,0,0,0
372-9852,2,0,0,0,0,0,0,0,0,0,0,0,0
394-9984,2,0,0,0,0,0,0,0,0,0,0,0,0
402-1668,1,1,9,0,0,0,0,0,0,0,1,0,0
339-5659,3,1,17,0,0,1,0,0,0,0,0,0,0
341-7279,2,2,49,1,0,0,1,0,0,0,0,0,0
371-3236,3,0,0,0,0,0,0,0,0,0,0,0,0
343-5679,2,0,0,0,0,0,0,0,0,0,0,0,0
347-4626,0,0,0,0,0,0,0,0,0,0,0,0,0
344-8498,1,1,8,0,1,0,0,0,0,0,0,0,0
349-3005,4,3,68,1,0,0,0,0,0,0,2,0,0
371-3498,3,2,57,0,0,0,0,0,1,0,0,0,1
367-4853,3,1,18,0,0,0,1,0,0,0,0,0,0
422-3454,0,0,0,0,0,0,0,0,0,0,0,0,0
403-8915,2,2,29,0,0,0,0,1,1,0,0,0,0
371-2418,1,1,2,0,0,1,0,0,0,0,0,0,0
411-2977,3,1,15,0,1,0,0,0,0,0,0,0,0
389-8163,1,1,12,0,0,0,0,1,0,0,0,0,0
417-4456,0,0,0,0,0,0,0,0,0,0,0,0,0
351-1894,2,2,46,0,0,0,0,1,0,0,0,0,1
386-6408,1,1,10,0,0,0,0,0,0,1,0,0,0
370-9592,2,2,22,1,0,0,0,0,1,0,0,0,0
397-9251,2,2,39,0,1,0,0,0,0,1,0,0,0
395-6913,0,0,0,0,0,0,0,0,0,0,0,0,0
332-3804,1,1,2,0,0,0,0,0,1,0,0,0,0
421-1326,5,1,31,0,0,0,1,0,0,0,0,0,0
415-8200,0,0,0,0,0,0,0,0,0,0,0,0,0
371-9414,6,4,105,1,0,1,0,1,0,1,0,0,0
347-3895,3,1,24,0,0,0,0,0,0,0,0,1,0
342-5854,0,0,0,0,0,0,0,0,0,0,0,0,0
379-7192,2,2,44,0,0,1,0,0,0,0,0,1,0
394-5753,3,2,27,0,1,0,0,0,0,0,0,0,1
390-6932,3,1,22,0,0,0,0,0,0,0,1,0,0
394-3171,0,0,0,0,0,0,0,0,0,0,0,0,0
394-5202,1,1,17,0,0,0,0,0,0,0,0,1,0
348-3777,3,2,60,1,0,0,0,1,0,0,0,0,0
407-3949,1,1,20,0,0,0,1,0,0,0,0,0,0
363-4779,1,1,14,0,0,0,0,0,0,0,0,1,0
340-2239,0,0,0,0,0,0,0,0,0,0,0,0,0
359-3423,2,0,0,0,0,0,0,0,0,0,0,0,0
382-9297,1,1,18,1,0,0,0,0,0,0,0,0,0
330-9294,1,1,6,0,0,0,0,0,1,0,0,0,0
362-8763,3,0,0,0,0,0,0,0,0,0,0,0,0
403-4816,2,2,32,0,0,0,0,1,0,0,0,0,1
371-2155,0,0,0,0,0,0,0,0,0,0,0,0,0
334-1339,0,0,0,0,0,0,0,0,0,0,0,0,0
341-7412,0,0,0,0,0,0,0,0,0,0,0,0,0
375-4770,1,1,8,0,1,0,0,0,0,0,0,0,0
406-7643,3,1,9,0,0,1,0,0,0,0,0,0,0
415-8164,2,2,18,0,1,0,0,0,0,1,0,0,0
354-3545,0,0,0,0,0,0,0,0,0,0,0,0,0
377-3139,0,0,0,0,0,0,0,0,0,0,0,0,0
418-7478,1,1,23,0,0,0,0,0,1,0,0,0,0
385-6952,1,1,8,0,0,1,0,0,0,0,0,0,0
381-8593,2,1,27,0,0,1,0,0,0,0,0,0,0
365-9371,0,0,0,0,0,0,0,0,0,0,0,0,0
401-7335,1,1,4,0,0,0,0,0,0,1,0,0,0
364-5126,1,1,1,1,0,0,0,0,0,0,0,0,0
385-7157,7,6,177,0,1,0,1,0,0,1,1,0,2
385-4766,2,0,0,0,0,0,0,0,0,0,0,0,0
390-1760,0,0,0,0,0,0,0,0,0,0,0,0,0
365-8831,4,2,50,0,1,0,0,0,0,0,0,0,1
353-4002,1,1,19,0,0,0,0,1,0,0,0,0,0
367-5923,2,1,6,0,0,0,0,0,0,0,0,0,1
