international plan,voice mail plan,%call drops,%Packet_drops,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,phone number
no,no,0.018,0,0,172.2,92,162.6,76,250.3,101,8.7,4,371-8452
no,no,0.015,0.014,0,199.2,124,126,86,289.2,135,7.6,3,392-6239
no,no,0.004,0.011,0,184.5,98,200.5,93,279.2,91,8.8,3,410-5250
no,no,0.019,0.004,0,168.6,99,175.6,107,243.3,92,10.9,7,336-1574
no,yes,0.006,0.01,30,174,118,205.3,81,218.2,90,6.7,3,406-8324
no,no,0.01,0.005,0,230.4,65,257.4,80,107.3,88,8.5,3,411-7110
no,no,0.009,0.006,0,198.2,73,202.8,115,146.4,73,5.1,5,341-9907
no,no,0.001,0.002,0,186.1,96,211.6,100,230.6,100,8,4,400-8952
no,no,0.001,0.014,0,148.5,105,243,106,255.2,114,6.8,2,333-9266
no,no,0.019,0.012,0,157.1,109,268.8,83,181.5,91,10,8,419-4894
no,no,0.054,0.038,0,155,110,133.4,104,176.1,84,7,4,364-9904
yes,yes,0,0.012,26,129.3,123,176.5,114,154.5,102,9.6,7,394-3048
no,no,0.014,0.004,0,188.5,77,182,123,218.2,127,6.1,6,352-6265
no,no,0.007,0.007,0,208.8,120,225.3,100,221.6,130,11.1,5,357-3187
no,no,0.036,0.021,0,238,82,278.5,94,193.1,134,11.8,10,373-8483
no,no,0.019,0.008,0,211.1,103,206.9,108,193.9,70,5.6,4,375-9930
no,yes,0.004,0.01,30,198.9,87,207,90,159.8,76,12.6,4,352-6282
no,no,0,0.004,0,212.8,79,204.1,91,156.2,113,10.2,2,396-2945
no,no,0.018,0.001,0,137.4,126,120,94,130.3,64,12.4,2,412-3527
no,yes,0.017,0.007,31,191.8,75,267.8,135,200.5,62,12.8,3,328-4231
no,no,0.003,0.005,0,149,92,49.2,78,163.3,93,13.9,11,413-9055
no,no,0.005,0.016,0,117.1,118,249.6,90,162.2,84,11.1,4,363-8755
no,no,0.009,0.014,0,108,79,241.9,152,252.1,92,10.4,3,388-8891
no,no,0.011,0.007,0,112.8,133,199.4,116,142.7,105,10.1,5,360-1776
no,no,0.004,0.013,0,175.9,105,188.3,88,188.3,98,11,6,411-3578
no,no,0.015,0.034,0,236.6,109,169.9,107,212.3,118,11.1,2,399-7268
no,no,0.004,0,0,169.4,102,184.9,144,234.3,89,2,7,350-1532
no,no,0.011,0.001,0,129.6,79,246.2,99,172.1,124,9.4,10,359-2197
no,no,0.009,0.006,0,177.1,97,184.7,105,174.1,94,8,6,407-9290
no,yes,0.02,0.013,20,133.3,63,184.1,123,272.9,107,13.5,2,358-6672
no,no,0.001,0.012,0,167.8,121,212.9,123,208.2,73,13,3,393-4621
no,yes,0.018,0.014,32,174.6,107,310.6,115,234.7,92,9,4,336-7357
no,no,0.003,0.016,0,150.3,101,255.9,112,136.7,62,12.5,4,351-1466
no,yes,0.013,0.009,21,283.2,110,239.7,108,149.5,80,6.3,1,394-6668
no,yes,0.051,0.026,20,157.8,83,161.5,56,271.5,100,8.7,2,403-2673
no,no,0.013,0.009,0,141.2,132,149.1,90,171.4,72,7,2,355-1735
no,yes,0.001,0,27,230.2,106,196.1,78,215.4,108,10.4,2,416-7679
yes,no,0.038,0.02,0,237.8,92,208.9,119,167.8,86,15.6,6,340-4972
yes,no,0.03,0.025,0,204,84,168.5,61,164,102,13.3,3,417-4826
no,no,0.007,0.011,0,221.1,106,178.6,48,202.7,90,7.4,3,408-6676
no,no,0.014,0.001,0,177.2,93,142.6,60,314.1,144,12.7,2,417-6683
no,no,0.012,0.014,0,118,133,248.1,99,214.4,122,5.3,5,331-6270
no,no,0.008,0.003,0,163.8,73,255.6,85,192.9,95,15.7,4,404-9754
no,yes,0.012,0.001,4,141.3,96,230.4,88,223.7,85,9.4,3,364-9425
no,no,0.02,0.037,0,272.5,119,226.1,94,159.1,94,16.4,5,339-6477
no,yes,0.004,0.005,16,118.9,112,228.3,97,180.1,111,8.2,5,362-2787
no,no,0.005,0.003,0,7.9,100,136.4,83,156.6,89,12.1,1,405-9233
no,no,0.004,0.015,0,159.5,96,167.2,123,138.6,106,10.2,4,416-1845
no,no,0.017,0.006,0,150.2,70,185.7,98,212.5,128,12.1,2,385-9657
no,yes,0.003,0.011,30,144.5,35,262.3,101,226.5,82,12,7,420-5652
no,no,0.011,0.007,0,140.7,88,210.9,98,229.9,125,12.4,4,415-1141
no,no,0.011,0.001,0,169.2,123,216.8,83,179.4,107,12.6,3,334-5634
no,no,0.007,0.012,0,220.8,77,148.5,87,183.9,100,7.6,3,403-4200
no,no,0.004,0.016,0,216.3,96,266.3,77,214,110,4.5,3,357-7893
no,no,0.014,0.01,0,169.5,96,157.6,94,98.2,70,10.6,7,369-2899
no,yes,0.011,0.011,35,256.3,119,258.1,91,215.5,130,11.7,1,381-1026
no,no,0.008,0.016,0,179.7,128,299.8,92,185.3,120,7.6,3,388-8722
no,no,0.005,0.001,0,266,120,130.1,84,165.8,63,13.1,6,418-3135
no,no,0.011,0.007,0,96.7,97,193.8,95,171.7,88,9.7,3,380-3974
no,no,0.009,0.008,0,82.7,116,194.6,95,159,54,10.9,9,338-7232
no,no,0.014,0.009,0,168.2,87,161.7,92,192.4,112,10.1,3,334-5223
no,no,0.027,0.021,0,286.4,109,178.2,67,214.2,152,10.7,14,340-8323
no,no,0.01,0.005,0,174.3,95,186.6,128,258.2,105,12.9,5,337-6851
yes,no,0.02,0.01,0,190.6,100,161.7,104,189.9,136,13,6,344-5973
no,no,0.018,0.002,0,175.5,86,205.1,78,245.2,100,17.8,3,335-2261
no,no,0.006,0,0,133.4,102,204.6,71,196.9,103,11.1,7,343-1458
no,yes,0.004,0.001,27,204.6,96,136,93,210.5,82,6.6,2,415-4875
no,no,0.018,0.011,0,242.2,88,233.2,89,188.5,121,6.2,6,381-2726
no,yes,0.014,0.016,33,253.1,112,210.1,94,95,98,11.9,4,395-3852
no,no,0.019,0.011,0,130,110,185.3,88,178.7,105,8.3,4,358-7914
no,no,0.001,0.014,0,105.9,151,189.6,142,170.9,67,12.7,7,332-6958
no,no,0.003,0.01,0,194.2,98,193.8,95,192,123,9.3,7,355-1019
no,no,0.003,0.009,0,183.8,111,123.5,92,160.7,105,6.1,2,382-9447
no,no,0.016,0.004,0,196.5,82,190,89,163.2,99,10.8,2,386-8536
no,no,0.001,0.013,0,184.5,81,172,103,183.4,96,13.7,3,363-3818
no,no,0.01,0.011,0,261.9,113,148.1,99,145.2,74,13.8,4,360-6416
no,no,0.018,0.016,0,202.4,118,260.2,67,177.4,112,9.2,5,332-8764
no,yes,0.011,0.001,39,167.4,113,172.7,94,192.6,113,9.5,4,398-4814
no,yes,0.018,0.014,22,167.7,104,246.8,91,203.9,117,7.5,11,410-5963
no,yes,0.015,0.015,30,191.7,109,193,86,149.4,93,11.1,4,399-6642
no,no,0,0.008,0,240.2,78,230.3,109,217,83,5.2,1,390-9986
no,yes,0.015,0.015,26,189.1,112,178.2,97,199.3,104,11.1,4,391-1793
no,no,0.003,0.002,0,127.7,67,182.9,90,172.9,92,10.6,7,352-5542
no,no,0,0.015,0,205.2,106,99.5,122,189.5,75,13.4,3,386-8118
no,yes,0.009,0.008,23,153.6,93,216.9,88,161.3,91,12.6,3,394-9825
no,no,0.013,0.008,0,154.5,129,193.6,87,180.9,145,13.4,3,382-4952
no,no,0.007,0.01,0,153.7,109,194,105,256.1,114,14.1,6,387-2698
yes,yes,0.009,0.015,36,171.2,138,185.8,102,227.6,97,10.8,3,417-1360
no,no,0.067,0.038,0,328.1,106,151.7,89,303.5,114,8.7,3,408-4836
yes,no,0.018,0.03,0,145.9,69,208.2,141,180.9,106,14.4,10,374-8329
no,yes,0.019,0.012,37,201.2,76,280.1,122,154.2,110,11.8,1,363-8424
no,no,0.014,0.012,0,139.1,72,246,112,207.2,121,11.4,9,408-8910
no,no,0.019,0.011,0,118.9,128,278.3,65,194.8,61,13.2,10,399-3840
no,no,0.061,0.019,0,217.6,87,279,71,250.7,65,10.4,4,367-8692
no,no,0.017,0.016,0,145,133,209.1,92,328.5,112,14.6,2,387-4504
no,no,0.012,0,0,203.5,89,289.6,69,212.9,71,8.7,3,328-2647
no,no,0.005,0.003,0,240.1,115,180.4,91,133.4,122,8,6,369-7903
no,no,0.009,0.006,0,83.8,121,240.2,96,158.6,108,6.7,8,399-6852
no,no,0.067,0.035,0,269.8,106,228.8,101,257.5,106,10.1,8,335-4888
no,yes,0.005,0.007,21,126.3,84,209.6,102,192.5,129,10.6,2,344-2260
no,yes,0.018,0.011,15,88.1,125,175.9,142,269.9,85,9.7,1,349-4070
no,yes,0.01,0.005,34,218.5,61,196.7,74,151.1,103,9.9,4,394-6505
no,yes,0.002,0.001,26,236.8,61,263.4,97,181.1,91,11.2,8,419-3612
no,no,0.019,0.002,0,124.1,117,192.8,108,162.9,84,6.4,5,356-1952
yes,yes,0.016,0.011,30,184.2,132,167.5,109,212.8,114,10,10,416-7866
no,no,0.008,0.001,0,222.7,133,277,89,101.8,94,13.6,4,398-1759
no,no,0.001,0.004,0,149.2,98,193.6,88,248.9,119,11.1,5,338-9950
no,no,0.012,0.015,0,206.5,125,180.2,113,220.6,95,12.2,4,412-7278
no,yes,0.01,0.007,27,159.7,102,168.8,113,244.1,127,9.6,9,347-1263
no,yes,0.012,0.003,27,204.7,118,209.4,91,212.9,67,7,2,386-5684
no,no,0.013,0.011,0,213.2,79,120.7,116,244.4,102,7.5,4,334-4354
yes,no,0.006,0.01,0,269.6,121,171.7,91,219,98,8.2,6,398-5970
no,no,0.004,0.004,0,116.7,92,213.8,112,214.3,112,9.7,6,330-3429
no,no,0.003,0.006,0,263.4,101,235.5,117,102,146,13,4,418-4637
no,no,0.002,0.009,0,140.2,97,213.9,102,120,126,7.1,2,393-7322
no,no,0.017,0.009,0,197.7,101,127.6,83,142.1,103,13.5,3,353-5557
no,no,0,0.006,0,136.2,92,220.9,110,196.9,116,13.3,7,411-5334
no,yes,0.014,0,16,88.5,87,178.8,108,228.7,96,11.5,3,398-8588
no,no,0.008,0.001,0,215.3,58,242.4,91,279.8,105,12.1,9,374-7285
no,no,0.027,0.032,0,269.2,104,193.8,144,257.6,61,8.9,2,379-7215
no,yes,0.012,0.004,25,203.8,118,267.1,48,225.1,105,7.3,5,357-7875
no,yes,0.015,0.009,34,268.4,112,222.2,108,117.6,102,10.3,3,393-9677
no,no,0.002,0.006,0,159.1,104,269.8,106,220.4,116,10.3,4,345-9598
no,no,0.006,0.015,0,114.4,122,127.7,154,253.1,109,10.1,5,353-3203
no,no,0.017,0.013,0,138.9,65,208.9,109,232.4,82,9.2,3,330-7486
no,no,0.019,0.013,0,186,55,237.4,105,148.1,83,12.2,6,397-6425
no,yes,0.011,0.016,26,170.4,91,254.5,90,219.6,122,15.1,5,338-1815
no,no,0.014,0.003,0,164.5,95,230.9,87,149.9,91,9.9,3,406-5023
no,no,0,0.011,0,168.6,121,168.6,94,95.3,59,12.3,4,368-2458
no,no,0.002,0.014,0,261.2,119,250.8,105,176,112,9.8,2,400-8375
no,no,0.014,0.009,0,190.5,91,178.4,75,162.4,113,13.1,5,387-8201
no,no,0.011,0.013,0,181.1,121,314.4,109,246.7,81,4.2,9,346-4360
no,no,0.013,0.015,0,177.1,131,114.7,122,153.6,88,6.5,6,412-8811
no,no,0.004,0.003,0,160.5,114,240.5,103,233.5,121,11.3,4,413-3990
no,no,0.009,0.015,0,134.7,116,295.3,98,195.5,121,6.6,5,345-2448
no,yes,0.016,0.016,28,198.2,107,139.1,123,199.1,139,8.8,1,394-4512
yes,no,0.023,0.032,0,228.9,134,255.7,71,208,120,10.1,2,400-8538
no,no,0.004,0,0,241.7,137,135.8,100,277.6,123,13.1,3,412-8769
no,no,0.001,0.009,0,131.1,108,176.2,81,89.7,81,4.3,4,390-1552
no,no,0.01,0.006,0,234.1,101,200.2,121,237.4,89,13.1,9,389-2477
no,no,0.002,0.012,0,200.1,72,300.9,120,236,68,11.9,5,389-4695
no,no,0.011,0.01,0,154,107,94.4,114,287.6,95,10.1,7,406-8037
no,yes,0.019,0.016,23,224.2,106,189.6,100,222.8,75,9.8,4,382-9138
no,no,0.009,0.003,0,148.3,83,181.6,79,155.6,104,8.3,6,414-7942
no,yes,0.002,0.002,24,174.6,76,176.6,114,214.4,91,8.8,5,348-7071
no,no,0.013,0.002,0,138.5,110,153.2,86,215.6,103,11.1,7,404-2942
no,no,0.014,0.016,0,109,69,265.8,98,228.3,80,12.6,2,348-3581
no,no,0.012,0.015,0,162.3,99,212.5,95,214.7,114,11.1,8,327-6764
no,no,0.014,0.012,0,210.8,84,189.6,98,157.6,99,16.4,3,405-2831
no,no,0.004,0.006,0,142.4,107,318.7,78,224.1,108,11.1,7,416-4351
no,yes,0.004,0.014,37,223.5,104,235.1,99,140.1,90,10.6,5,419-3196
no,no,0.018,0.009,0,182.5,65,232.1,96,149.2,82,7.5,2,411-6211
no,no,0.015,0.016,0,219.6,97,141.1,144,205.7,101,10.8,4,391-8369
no,no,0.007,0.006,0,193.6,66,238.2,82,176.4,107,12.9,3,416-4464
no,no,0.013,0.01,0,192.4,111,156.9,87,175.8,82,11,6,347-1814
no,no,0.009,0.013,0,236.2,122,189.4,110,153.6,104,13.3,4,386-7337
no,yes,0.016,0.003,28,233.2,88,113.3,102,118,71,16.1,4,375-8505
no,no,0.004,0,0,158.8,53,188.5,132,189.3,87,9.8,4,407-5056
no,no,0.003,0.014,0,126.1,112,274.7,126,184.4,95,9.8,4,367-8924
no,no,0.001,0.035,0,290.4,108,253.9,92,263.3,126,10.1,5,419-5171
no,yes,0.019,0.001,30,60.6,113,165.9,96,132.8,99,13.3,7,396-7687
no,no,0.02,0.002,0,148.4,95,193.8,98,206,106,6.9,6,394-4548
no,no,0.003,0.012,0,246.5,108,216.3,89,179.6,99,12.7,3,382-6438
no,no,0.052,0.025,0,298.1,112,201.3,100,214.7,88,9.7,4,413-2194
no,no,0.019,0.016,0,119.3,82,185.1,111,157,74,10.9,4,366-2622
no,no,0.015,0.002,0,242.5,82,232.9,97,154,86,9.6,7,416-7591
yes,yes,0.059,0.027,18,222.1,89,160.6,109,218.8,102,13.6,2,355-2634
no,no,0.002,0.017,0,236.2,135,273.9,88,227,77,10.1,6,422-5350
no,no,0.02,0.006,0,144.2,87,212.2,74,169.3,87,9.5,4,329-2388
no,yes,0.015,0.014,19,154.6,100,241.6,109,160,112,12.6,1,381-5273
no,yes,0.015,0.011,25,137.4,100,176.7,83,188.2,93,10.2,6,421-6694
no,no,0.003,0.005,0,103.7,93,127,107,329.3,66,14.4,1,342-1702
no,no,0.038,0.028,0,136.6,112,209.4,81,161.1,78,12.2,2,381-4029
no,no,0.03,0.013,0,289.8,101,255.6,115,242.8,76,11.7,4,335-2967
no,no,0.003,0.015,0,260.9,85,168.5,103,178.3,91,13.3,5,416-6594
yes,no,0.048,0.013,0,196.2,129,176.5,86,232.4,108,15.2,1,388-6026
no,no,0.014,0.004,0,195.6,71,126.4,74,148.6,87,14.2,4,367-1024
no,no,0.012,0,0,222.2,96,162.5,111,184.9,120,11.9,7,386-7118
yes,no,0.001,0.01,0,172.9,119,183,86,226.4,100,9.8,1,346-2020
no,no,0.007,0.035,0,249.8,109,242.4,106,231.8,78,11.6,4,329-9067
no,no,0.001,0.01,0,154.5,84,216.2,91,229.8,82,13.7,3,329-6144
no,no,0.011,0.004,0,90.4,108,276.2,77,146.5,111,12.7,2,332-1502
no,yes,0.011,0.003,27,268.8,78,246.6,89,271.9,102,16.4,3,342-8320
no,no,0.011,0.006,0,106.1,95,157.6,113,192.5,69,8.1,3,411-5748
no,no,0.013,0.004,0,27,117,160.9,97,279.5,96,10.7,3,381-9367
no,yes,0.008,0.002,27,140.1,59,223.4,111,257.9,73,3.8,10,400-1280
no,no,0.011,0.004,0,245,112,180.4,91,262.9,105,9.7,6,360-5794
no,no,0.016,0.003,0,196.7,85,205.9,74,216.6,112,11.2,5,373-3538
no,yes,0.014,0.015,26,131.2,98,106.5,97,221.7,96,10.2,6,394-9942
no,yes,0.008,0.015,23,149.6,96,239.8,124,293.5,135,7.4,4,380-3329
no,no,0.001,0.001,0,239.8,70,251.8,99,168.6,112,10.9,10,334-7618
no,yes,0.012,0.012,31,142.1,77,193,97,253.4,88,11,4,327-9289
no,no,0.015,0.015,0,115.4,137,178.7,70,185.7,113,6,3,351-2589
no,yes,0,0.012,31,193,99,224.8,87,197.6,91,10.3,8,368-6892
no,no,0.008,0.007,0,206.1,49,224.6,115,256.7,74,13,1,337-9303
no,no,0.011,0.002,0,160.3,138,221.3,92,150.4,120,11.2,2,377-5258
no,no,0.001,0.012,0,199.9,108,288.4,80,180.6,103,11.3,7,348-5767
no,no,0.008,0.007,0,213.1,105,206.2,108,163.4,93,8.9,3,373-3549
no,no,0.008,0,0,178.3,102,235,120,239.7,119,10.9,1,422-8344
yes,no,0.028,0.022,0,252.3,120,207,112,284.6,95,12,5,411-2958
no,no,0.01,0.012,0,197.7,64,136.7,126,244.4,81,13.2,5,384-2908
no,yes,0.009,0.01,29,111.1,105,217.9,101,248.1,108,6.6,3,347-6393
no,no,0.051,0.023,0,96.5,86,210.2,133,146.4,106,12.5,3,385-7148
no,no,0.017,0.011,0,156.9,109,122.2,87,189.1,103,11.3,5,419-2767
no,no,0.012,0.004,0,123.3,78,170,85,165.9,78,12.7,2,375-1746
no,no,0.006,0.01,0,193.7,108,183.2,124,293.7,72,10.8,5,362-7870
yes,no,0.017,0.003,0,206.9,134,167.7,105,155.7,86,10.9,4,410-3725
no,no,0.061,0.029,0,249.8,96,261.9,92,166.8,108,12.7,4,387-1535
no,no,0.009,0.003,0,144,102,224.7,73,227.7,91,10,7,329-2045
no,yes,0.013,0.01,33,299.5,83,163.4,84,146.7,88,11.6,5,341-6743
no,no,0.013,0.033,0,226,127,304.6,83,181.2,132,12.6,4,336-8343
no,no,0.005,0.001,0,137.6,106,143.5,94,273.7,110,9.6,6,368-5758
yes,yes,0.014,0.009,26,211.7,121,139.2,123,146.7,89,11.1,3,346-8362
no,no,0,0,0,89.7,80,179.8,81,145.7,120,9.5,4,345-9690
yes,no,0.013,0.001,0,197.6,126,246.5,112,285.3,104,12.5,8,339-9798
no,no,0.053,0.03,0,270,102,256.6,111,168.5,104,12,5,359-5731
no,no,0.011,0.003,0,224.7,116,192,79,212.2,98,11.3,11,373-2091
no,no,0.013,0.011,0,194.3,99,123.6,133,229.5,99,10.2,2,367-3439
yes,no,0.046,0.037,0,47.7,89,264.4,95,235.2,97,13.2,3,367-1681
no,no,0.004,0.015,0,190.1,105,182.2,116,279.8,105,13,2,420-9973
yes,no,0.005,0.033,0,89.5,94,339.9,106,172.9,76,7.9,1,351-4025
no,no,0,0.005,0,182.6,83,154.5,111,196,57,12.1,5,393-5897
no,yes,0.001,0.008,35,205.5,86,298.5,119,214.2,104,6.9,4,384-7216
no,no,0.017,0.007,0,231.5,82,266.9,97,211,118,7.4,10,384-4595
yes,no,0.024,0.028,0,251.3,69,252.5,96,118.3,112,9.9,1,329-9667
no,no,0.003,0.008,0,171.2,103,243.5,121,178.2,92,13,3,347-5063
no,no,0.017,0.014,0,197.9,89,251,113,138.3,85,11.2,2,345-8433
no,no,0.003,0.008,0,134.8,94,204.1,106,238.4,109,6.7,8,339-7602
no,no,0.009,0.006,0,191.4,114,168.5,138,109.3,99,10.3,3,332-1109
no,no,0.008,0.013,0,174.5,65,197.4,116,238.5,86,10.6,2,343-3296
no,no,0.004,0.014,0,177.4,125,226.2,104,254.1,72,10.9,4,366-2536
no,no,0.003,0.003,0,182.1,89,211.5,104,207.4,124,6.8,1,355-2293
no,no,0.009,0.012,0,222.4,85,165.4,76,208.4,97,11.2,4,350-9318
yes,no,0.01,0.025,0,47.8,120,178.9,123,152.6,96,13.3,7,418-5300
no,no,0.006,0.003,0,121.8,97,89.3,97,150.7,92,10.3,5,395-2626
no,no,0.002,0.005,0,143.5,121,189.3,111,174.9,82,8.8,5,402-7372
no,no,0.009,0.006,0,164.9,68,210.4,86,229.4,104,7.8,4,337-9710
no,no,0.017,0.002,0,193.6,58,148.7,115,282.5,105,13.1,1,363-4967
no,no,0.015,0.004,0,101.1,121,263.2,110,137.7,74,7.3,5,400-5389
no,yes,0.009,0.003,24,92.3,88,193.1,98,99.3,119,11.6,3,416-9162
no,no,0.005,0.008,0,168.9,128,123.9,99,266.3,105,2.9,7,414-6541
no,yes,0.012,0.012,29,219.2,102,206,109,192.4,117,15,5,392-6647
no,yes,0.018,0.003,37,178.1,130,242.8,103,243,93,13,4,343-2465
no,no,0.014,0.012,0,146.5,101,284.5,142,176,98,14,6,338-9171
no,yes,0.006,0.007,31,172.3,116,266.2,91,228.2,90,11.8,5,405-4606
no,no,0.011,0.004,0,190.9,143,149.7,72,191.4,87,13,3,386-9711
no,no,0.014,0.034,0,232.1,74,327.1,88,226.5,119,10.9,2,327-8495
no,no,0.021,0.025,0,169.2,124,173.3,108,216.5,64,12.4,4,416-5660
no,no,0.02,0.016,0,123.8,107,319,125,237.6,78,7.3,4,370-3032
no,no,0.009,0.004,0,96,117,177,68,162.2,127,9.7,4,331-8462
no,yes,0.019,0.012,27,93.4,106,252,92,189,104,10.9,1,414-4037
no,no,0.004,0.002,0,90.6,130,170.6,100,137.4,74,5.4,9,415-2865
no,no,0.02,0.002,0,152.9,81,256.6,82,173.6,112,5.3,6,362-2353
no,no,0.002,0.016,0,257.9,92,211.6,71,189.3,104,9.4,2,329-5114
yes,yes,0.013,0.014,29,85.2,98,230.4,85,243.6,104,9,3,351-1389
no,yes,0.01,0.014,34,160,72,184.5,119,208.3,101,6.1,10,375-3668
no,yes,0.006,0.007,10,182.9,54,292.4,68,142.3,116,11.5,4,375-5414
no,no,0.002,0.014,0,216.2,67,222.2,133,192,95,3.1,1,360-7079
no,no,0.012,0.006,0,261.7,105,181.8,107,100.9,131,3.3,5,344-9302
no,no,0.017,0.013,0,241.2,105,174.3,85,245.3,59,8.5,4,418-1775
no,no,0.019,0.014,0,177.2,142,123.5,88,213.2,51,8.4,6,401-2468
no,no,0.013,0.008,0,89.5,128,180.8,137,193.1,94,14,3,346-4984
yes,yes,0.007,0.007,16,200.3,72,197.8,91,151.1,92,10.4,3,351-2928
yes,no,0.043,0.014,0,145,103,294.3,93,239.8,120,11,2,365-7774
no,no,0.02,0.007,0,159.5,99,119.7,149,173.9,126,6.8,3,358-3691
no,no,0.019,0.007,0,151.8,106,138,126,233.5,112,11.2,8,364-9059
no,no,0.014,0.015,0,176.2,120,236,138,152.5,104,10.6,4,356-7208
no,no,0.003,0.015,0,152.1,95,121,105,198,126,9.8,5,333-5551
no,no,0.003,0.005,0,161.3,122,220.6,95,224.7,104,9.6,3,362-6528
yes,no,0.004,0.01,0,171.7,78,144.5,86,157.9,106,6.8,3,394-2560
no,no,0.022,0.013,0,278.9,110,190.2,67,255.2,84,11.7,7,367-3220
no,yes,0.011,0.003,27,213,121,226.2,101,189.8,99,11.1,3,418-5708
no,yes,0.007,0,36,242.9,67,170.9,59,177.3,130,4.8,12,421-2245
no,no,0.055,0.026,0,217.2,121,303.4,73,197.1,71,12.4,2,406-2242
no,no,0.012,0.009,0,175.9,111,285.2,115,150.8,122,13,7,347-6994
no,no,0.038,0.024,0,303.2,133,170.5,86,227.6,80,11.5,3,413-7468
no,no,0.007,0.004,0,238.9,107,187.2,88,181.1,84,11.8,3,389-6082
no,yes,0.009,0.004,22,189.6,42,179,137,179.6,126,11.4,5,415-3689
no,no,0.064,0.014,0,133.3,94,247.8,126,219,78,11.3,5,379-2503
no,yes,0.018,0.004,28,92.7,107,127.8,86,225.6,86,9.9,4,396-1106
no,no,0.013,0.008,0,177.2,72,248.9,105,200.8,87,8.6,7,379-4372
no,no,0.019,0.004,0,184.5,103,209,86,169.7,70,10.2,6,336-3738
no,yes,0.02,0.012,24,176.1,109,159.4,81,269.1,94,12.1,9,380-2600
no,no,0.004,0,0,204.7,108,143.1,105,165.8,84,11,4,345-4473
no,no,0.009,0.003,0,143.6,80,134.3,65,215.6,84,15.5,5,380-9990
no,no,0.012,0.016,0,179.3,93,188.8,65,253.2,88,12.1,5,411-1045
no,no,0.019,0.011,0,137.3,100,212.2,129,152.7,92,10.5,2,413-5306
no,no,0.012,0.015,0,237.8,92,223.5,155,217.4,90,10.2,6,417-6906
no,no,0.012,0.012,0,203.7,92,216.4,97,154.2,66,7.6,5,331-4807
no,yes,0.001,0.01,25,191.3,95,250.7,136,249.4,86,17.6,5,376-5375
yes,no,0.007,0.013,0,209.1,141,205,93,119.4,111,7.8,3,361-9839
no,yes,0,0.005,33,88.8,104,109.6,94,172.7,107,7.1,9,348-8679
no,no,0.018,0.005,0,97.2,88,155.6,85,261.6,105,12.4,5,403-6565
no,no,0.009,0.001,0,137.9,96,192.6,63,255.7,125,11,5,346-5287
no,no,0.004,0.015,0,224.3,112,185.7,103,159.4,83,10,1,413-6769
no,yes,0.014,0.008,13,207.6,65,152.7,77,232.8,95,9.7,3,370-5042
no,no,0.007,0.016,0,268.1,95,120.5,126,220.8,121,14.4,6,397-9486
no,no,0.037,0.01,0,166.7,61,179.3,88,242.7,131,6.8,7,364-3286
no,no,0.058,0.029,0,267.1,104,180.4,131,230.6,106,17.3,4,420-8897
no,no,0.001,0.003,0,181.8,108,198.6,148,206.6,96,9.3,3,378-9506
no,no,0.005,0.015,0,147.1,80,199.7,100,160.7,106,13.7,7,399-6259
no,yes,0.018,0.014,29,37.7,115,144.1,111,226.6,101,4.9,3,335-5806
no,no,0.009,0.015,0,185,88,224.9,98,212.4,105,11.4,3,401-6392
no,no,0,0.014,0,156.4,108,171,116,196.1,96,8.6,4,379-9859
no,no,0.002,0.013,0,239.3,84,195.7,85,232.6,104,10.9,3,415-4051
no,yes,0.018,0.007,29,215.5,129,161.9,77,128.3,91,8.8,5,368-5612
no,no,0.018,0,0,134.9,70,211.5,74,188.5,105,11.3,6,374-5301
no,no,0.005,0.006,0,194.8,116,209.9,93,194.1,100,12.8,3,406-5710
no,yes,0.018,0.015,20,239.1,105,209.1,111,268.2,130,13.3,3,354-7077
no,no,0.02,0.002,0,92.6,85,177.6,92,159.8,72,14.4,4,343-3340
no,no,0,0.008,0,209.4,133,211.5,121,291.2,123,7.2,4,377-8267
no,no,0.016,0.001,0,197.6,83,164.5,86,94,98,6.4,6,382-2453
no,no,0.009,0.014,0,17.6,121,161.7,125,203.1,82,10.6,6,333-7449
yes,no,0.007,0.004,0,62.9,112,202.9,111,259,58,8.9,8,366-4287
no,yes,0.012,0.002,28,202.3,97,69.2,84,257.6,64,6.7,3,415-2285
no,no,0.015,0.005,0,136.1,116,181.4,93,131.4,108,11.3,4,381-1328
no,no,0.008,0.006,0,207,109,167.4,80,238.2,117,2.6,6,344-4022
no,yes,0.016,0.006,33,207.9,95,233.5,88,221.3,92,13.5,3,415-6601
yes,no,0.032,0.015,0,276.5,122,195.6,79,210.3,78,7.2,3,351-7309
no,yes,0.016,0.002,31,313.8,87,147.7,103,192.7,97,10.1,7,363-7802
yes,yes,0.017,0.008,25,288.5,114,203.4,74,228.4,117,13,5,408-4870
no,no,0.008,0.013,0,210.9,85,329.3,69,127.1,78,9.4,5,378-9478
no,yes,0.007,0.004,35,64.9,76,184.1,91,151.6,75,14.6,1,401-4778
no,yes,0.006,0.012,26,243.5,137,236.8,108,173.3,149,9,9,370-9563
no,no,0.002,0.001,0,197,97,203.7,107,202,105,8.7,3,394-6382
no,yes,0.018,0.01,31,278,88,253.2,65,223.2,114,8.7,4,333-5295
no,yes,0.014,0.015,37,219.9,102,222.1,77,118.5,111,10,4,370-2451
no,no,0.019,0.027,0,313.2,103,216.3,151,218.4,106,12.8,4,401-6982
